focus,manager,functional.bucket,location,level,num.reports.FTE,num.reports.managers,min.depth,max.depth,mean.depth,sd.depth,is.leaf,layer,num.dist.levels,manager.level,equal.dyads,align.dyads,misalign.dyads,loc.entropy,loc.herfindahl,tenure.total,tenure.manager,IsDirector,IsVP,num.dir.total.reports,org.FTE.size,org.total.size,org.FTE.yrly.growth,avg.tenure,avg.level,avg.depth,avg.span,perc.managers.single.FTE,perc.managers.two.FTE,ratio.VP.to.FTE,ratio.Dir.to.FTE,ratio.SWE.to.PM,ratio.UX.to.PM,ratio.TechPM.to.PM,num.locs,perc.manager.coloc,num.lonely.FTE,direct.report.satisfaction,VP.DIR.vision,count.VP.DIR.vision,VP.DIR.decisions,count.VP.DIR.decisions,org.climate.satisfaction,count.org.climate.satisfaction,org.climate.strong.performance,org.climate.avg.performance,avg.time.in.level,avg.promo.rate
Heater,Sandro,engineering,US-SFO,6,5,0,1,1,1,0,1,6,1,7,0,5,0,0,1,5.3,2.1,0,0,5,6,7,0,4.1,4.5,7.8,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,5,0.4,0.6,2.5,0.1
Heber,Tyre,product management,UK-LON,7,6,3,2,2,2,0,0,4,3,8,0,11,0,1.5,0.375,6.9,6.8,0,0,6,15,18,0.25,4.6,4.9,6.5,3.5,0,0.5,0,0,0,0,0,9,0.4,0,0.95,0,0,0,0,1,12,0.6,0.4,2.2,0
Heith,Coburn,product management,TW-TPE,4,4,0,1,1,1,0,1,8,1,5,0,4,0,0,1,2.2,2.2,0,0,4,5,5,0.25,2.3,3.8,9.8,4,0,0,0,0,0,0,0,2,0.8,0,0.88,0,0,0,0,0,0,0.9,0.1,2.1,0.1
Heng,Tene,engineering,US-SFO,5,6,5,2,2,2,0,0,7,2,8,2,29,0,0.650022422,0.722222222,7.6,1,0,0,6,33,33,15.5,2.5,3.7,9.8,5.3,0,0,0,0,0,0,0,4,0.85,0,0.83,0,0,0,0,0,0,0.52,0.45,2,0.12
Hilari,Sydne,product management,US-SFO,8,7,6,2,3,2.333333333,0.516397779,0,4,3,9,0,53,0,0.89049164,0.573964497,9.6,5.8,1,0,7,66,86,0.29,4.9,4.2,7.2,5,0,0.23,0,66,0,0,0,3,0.94,0,0.93,0.9434,53,0.8679,53,0.93,57,0.67,0.32,3.1,0.03
Hollee,Lenell,engineering,UK-LON,6,2,0,1,1,1,0,1,6,1,8,0,2,0,0,1,10.1,7.6,0,0,2,3,3,0,5.7,4.7,7.7,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.3,0.7,3,0
Holley,Elwin,engineering,TW-TPE,5,8,0,1,1,1,0,1,7,1,7,0,8,0,0,1,2.2,2.2,0,0,8,9,9,0.5,1.8,3.9,8.9,8,0,0,0,0,0,0,0,2,0.89,0,0.92,0,0,0,0,0.5,4,0.6,0.4,1.4,0.2
Honor,Christoph,engineering,UK-LON,6,3,0,1,1,1,0,1,6,1,7,0,3,0,0,1,9.9,0.4,0,0,3,4,4,3,6,4.8,7.8,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.9,0.1,2.7,0.3
Horace,Nzinga,product management,US-SFO,9,8,3,2,3,2.333333333,0.577350269,0,4,2,10,1,12,0,0,1,15,12.7,1,0,8,23,24,-0.04,4.1,5.4,6.7,4.4,0.2,0,0,23,0,0,0,2,0.91,0,0.89,0.4,20,0.55,20,0.71,21,0.7,0.3,1.9,0.1
Horatio,Tameeka,product management,US-SFO,7,4,0,1,1,1,0,1,4,1,10,0,4,0,0,1,13.6,7.2,0,0,4,5,5,0,4.4,4.6,5.8,4,0,0,0,0,0,0,0,2,0.8,0,0.97,0,0,0,0,1,4,0.4,0.6,1.2,0.1
Houston,Baby,engineering,US-SFO,6,5,0,1,1,1,0,1,5,1,6,0,5,0,0,1,11.2,7.9,0,0,5,6,7,0,4.6,4.5,6.8,5,0,0,0,0,0,0,0,2,0.67,0,0.79,0,0,0,0,1,5,0.5,0.5,2.5,0.2
Hoyt,Donyetta,engineering,CA-MON,5,2,0,1,1,1,0,1,7,1,6,0,2,0,0,1,4.7,0.6,0,0,2,3,3,2,3.9,4,8.7,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.7,0.3,1.6,0.2
Huong,Deziree,operations,US-SFO,7,4,0,1,1,1,0,1,4,1,8,0,4,0,0,1,5.9,3.5,0,0,4,5,5,-0.75,4.6,5.2,5.8,4,0,0,0,0,0,0,0,3,0.4,0,1,0,0,0,0,0.75,4,0.7,0.3,1.3,0.2
Hyun,Fancy,product management,US-SFO,8,5,0,1,1,1,0,1,4,1,9,0,5,0,0,1,13.1,6.7,1,0,5,6,6,0.5,10.4,5.8,5.8,5,0,0,0,6,0,0,0,4,0.5,0,1,1,4,1,4,1,4,0.4,0.6,4.9,0.1
Ia,Kaya,product management,IN-BLR,7,15,3,2,2,2,0,0,4,2,8,0,29,0,0,1,0.9,0.8,0,0,15,42,44,0,1.1,3.9,6.6,10.3,0,0,0,0,37,3,1,1,0.98,0,0,0,0,0,0,0.89,27,0.82,0.18,0.8,0
Iana,Vivek,engineering,AU-SYD,6,6,0,1,1,1,0,1,6,1,6,0,6,0,0,1,9.8,1.5,0,0,6,7,7,-0.13,4,4.3,7.9,6,0,0,0,0,0,0,0,1,1,0,0.85,0,0,0,0,0,0,0.3,0.7,1.9,0.1
Iisha,Deryl,product management,US-SFO,5,2,0,1,1,1,0,1,5,1,7,0,2,0,0,1,1.6,0.5,0,0,2,3,3,2,3.2,5,6.7,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.8,0.2,1.5,0.2
Ildefonso,Giuseppina,engineering,TW-TPE,4,8,0,1,1,1,0,1,7,1,5,0,8,0,0,1,2.2,2.2,0,0,11,9,12,0,2.3,3.1,8.9,8,0,0,0,0,0,0,0,1,1,0,0.95,0,0,0,0,1,8,0.7,0.3,1.5,0.3
Imad,Shanice,operations,US-SFO,7,4,1,2,2,2,0,0,4,2,9,0,3,0,0,1,4.2,1.6,0,0,4,7,7,1.33,4.2,5.4,6.1,3,0,0.5,0,0,0,0,0,1,1,0,0.97,0,0,0,0,1,5,0.7,0.3,2,0.2
Ineke,Trianna,engineering,UK-LON,6,5,0,1,1,1,0,1,6,1,7,0,5,0,0,1,7.3,2.9,0,0,5,6,6,0.5,4.7,4.5,7.8,5,0,0,0,0,0,0,0,2,0.5,0,0,0,0,0,0,1,4,0.8,0.2,2.8,0
Infant,Sabrian,advocates,DE-HAM,6,2,0,1,1,1,0,1,6,1,8,0,2,0,0,1,6,0.6,0,0,2,3,3,2,5.6,5.7,7.7,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.7,0.3,1.4,0.2
Inge,Nicolas,engineering,US-SFO,7,2,2,2,3,2.5,0.707106781,0,6,3,8,0,17,0,0,1,9.4,3.7,0,0,2,19,19,-0.05,4.9,4.2,9.1,3.6,0,0.4,0,0,0,0,0,1,0.95,0,0.92,0,0,0,0,0.87,15,0.7,0.3,2.2,0.1
Irving,Kaya,product management,US-SFO,7,3,2,2,2,2,0,0,4,2,8,0,12,0,0,1,0.5,0.5,0,0,3,14,15,0,4.5,4.6,6.6,4.3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.8,5,0.7,0.3,2.6,0
Isabell,Elwin,engineering,TW-TPE,5,4,0,1,1,1,0,1,7,1,7,0,4,0,0,1,2.2,1.3,0,0,4,5,5,0,1.5,3.6,8.8,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.7,0.3,0.8,0.3
Isacc,Tameeka,product management,US-SFO,8,5,1,2,2,2,0,0,4,2,10,0,2,0,1,0.5,8.4,6.7,1,0,5,7,10,0,5.5,5.4,6,3,0.5,0,0,7,0,0,0,2,0.86,0,0.94,0.8333,6,1,6,1,6,0.9,0.1,1.9,0.2
Isaul,Nzinga,product management,US-SFO,9,2,1,2,2,2,0,0,4,2,10,0,4,0,0,1,10.1,9.3,1,0,2,6,6,-0.45,6,6,6.3,2.5,0,0.5,0,6,0,0,0,2,0.83,0,1,0.6667,9,0.7778,9,0.89,9,0.7,0.3,2.9,0
Isela,Tito,product management,US-BVE,9,5,4,2,4,3,0.816496581,0,3,5,12,0,63,0,0.566509507,0.768888889,7.2,6.8,1,0,5,79,96,0.1,4.6,5.1,6.6,5.2,0,0.07,0,26,0.1,0.6,0.2,11,0.56,0,0.92,0.791,67,0.8615,65,0.81,70,0.64,0.34,2.5,0.06
Isidoro,Lastar,engineering,US-LAX,6,10,0,1,1,1,0,1,7,1,7,0,10,0,0,1,5.6,2.9,0,0,10,11,11,0.57,4.3,4.2,8.9,10,0,0,0,0,0,0,0,1,1,0,0.97,0,0,0,0,1,8,0.8,0.2,2.2,0.2
Isrrael,Shiva,engineering,US-SFO,6,13,0,1,1,1,0,1,5,1,8,0,13,0,0,1,11.8,3.3,0,0,13,14,14,0.17,3.8,4.1,6.9,13,0,0,0,0,0,0,0,1,1,0,0.88,0,0,0,0,0.92,12,0.6,0.4,2,0.1
Ivelis,Destani,engineering,US-CAM,6,5,0,1,1,1,0,1,5,1,7,0,5,0,0,1,13.2,9.3,0,0,5,6,6,0,6.7,4.2,6.8,5,0,0,0,0,0,0,0,1,0.83,0,0.8,0,0,0,0,0.83,6,0.9,0.1,5.1,0.1
Ivy,Nicklaus,engineering,UK-LON,6,4,3,2,2,2,0,0,5,2,8,2,16,0,0,1,12.3,3.5,0,0,4,20,21,-0.13,4.9,4.5,7.7,4.8,0,0.25,0,0,0,0,0,1,0.95,0,0.93,0,0,0,0,0.81,16,0.4,0.5,2.6,0.1
Jaala,Carlton,research,US-SFO,6,5,0,1,1,1,0,1,6,1,7,0,5,0,0,1,5.6,2.6,0,0,5,6,6,0.5,1.9,3.8,7.8,5,0,0,0,0,0,0,0,2,0.83,0,0.91,0,0,0,0,0.8,5,0.3,0.7,1.2,0
Jaboris,Marycatherine,engineering,TW-TPE,4,3,0,1,1,1,0,1,9,1,5,0,3,0,0,1,2.2,1.6,0,0,3,4,4,0,2.3,3.3,10.8,3,0,0,0,0,0,0,0,1,1,0,0.64,0,0,0,0,1,3,0.8,0.3,2.3,0
Jacalyn,Tommi,engineering,UK-LON,5,4,0,1,1,1,0,1,6,1,6,0,4,0,0,1,12.1,1.3,0,0,4,5,5,0,7.5,4.2,7.8,4,0,0,0,0,0,0,0,1,1,0,0.88,0,0,0,0,1,4,0.7,0.3,5.6,0
Jacari,Maryjo,operations,US-SFO,8,3,2,2,3,2.5,0.707106781,0,6,3,8,0,9,0,0,1,6.8,6.8,1,0,3,14,15,0.17,3.2,4.2,8.8,3.3,0,0.25,0,14,0,0,0,1,1,0,1,1,8,1,8,1,9,0.7,0.3,1.8,0.1
Jacci,Korina,product management,US-SFO,6,5,0,1,1,1,0,1,4,1,9,0,5,0,0,1,6.6,3.9,0,0,7,6,9,-0.14,3.9,4.7,5.8,5,0,0,0,0,0,0,0,3,0.17,0,0.88,0,0,0,0,1,7,0.6,0.4,2.7,0.1
Jacenta,Stven,engineering,TW-TPE,4,4,0,1,1,1,0,1,8,1,5,0,4,0,0,1,2.2,2.2,0,0,12,5,13,-0.29,2.3,2.4,9.8,4,0,0,0,0,0,0,0,2,0.8,0,0.79,0,0,0,0,0.75,4,0.4,0.6,2.3,0
Jaci,Temekia,product management,US-SFO,7,6,2,2,2,2,0,0,6,2,8,0,16,0,0,1,10.4,7.8,0,0,6,21,22,0.5,4.1,4.4,8.6,6.7,0,0,0,0,0,0,0,2,0.95,0,0.99,0,0,0,0,0.94,16,0.7,0.3,1.7,0.2
Jacoby,Bulmaro,engineering,UK-LON,5,3,0,1,1,1,0,1,6,1,6,0,3,0,0,1,5.4,0.7,0,0,3,4,4,3,4.4,4.3,7.8,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.8,0.3,2.7,0
Jacquelene,Lise,engineering,US-SFO,6,7,0,1,1,1,0,1,6,1,7,0,7,0,0,1,8.6,2.4,0,0,7,8,8,1,3.5,4.4,7.9,7,0,0,0,0,0,0,0,2,0.63,0,1,0,0,0,0,1,7,0.7,0.3,1.8,0.1
Jacquelin,Deziree,operations,US-NYC,7,5,1,2,2,2,0,0,4,2,8,0,3,0,0,1,5.5,2.2,0,0,5,8,11,1.67,4.8,5,6.1,3.5,0,0.5,0,0,0,0,0,2,0.38,0,0.89,0,0,0,0,1,3,0.8,0.2,1.7,0.1
Jacqulyne,Tarrick,research,US-SFO,5,3,0,1,1,1,0,1,6,1,6,0,3,0,0,1,4.4,0.6,0,0,3,4,4,3,2.6,3.8,7.8,3,0,0,0,0,0,0,0,2,0.75,0,0,0,0,0,0,1,3,0.8,0.2,1.7,0.1
Jaelyn,Deshaun,engineering,DE-MUC,7,7,2,2,2,2,0,0,5,3,8,0,12,0,0,1,7.5,3.9,0,0,7,18,19,1.25,4.3,4.8,7.5,5.7,0,0,0,0,0,0,0,1,1,0,0.96,0,0,0,0,1,15,0.7,0.3,2,0.1
Jaime,Fancy,product management,US-BVE,8,8,5,2,3,2.2,0.447213595,0,4,4,9,0,52,0,0,1,8.6,5.4,1,0,8,68,71,0.03,5.7,4.4,7,8.4,0,0,0,68,0,0,0,2,0.9,0,0.93,0.8462,52,0.8889,54,1,57,0.66,0.33,4.1,0.04
Jakita,Tito,executive,US-SFO,10,6,4,4,6,5.25,0.957427108,0,3,6,12,11,750,0,0.76097403,0.707162643,15.5,14.7,0,1,6,926,0,0.14,4.6,4.4,8.1,7,0,0.08,926,58,0,0,0,12,0.93,0,0.92,0.655,371,0.6987,375,0.89,828,0.64,0.36,2.3,0.1
Jamael,Camella,advocates,JP-TOK,8,4,2,2,3,2.5,0.707106781,0,5,3,9,1,9,0,0,1,9.4,5.8,1,0,4,15,21,0.07,7.9,5.9,7.7,3.5,0,0.25,0,15,0,0,0,4,0.73,0,0.97,0.6667,15,0.5333,15,0.8,15,0.5,0.5,3.5,0.1
Jamal,Korina,product management,UK-LON,7,10,0,1,1,1,0,1,4,1,9,0,10,0,0,1,6,4.8,0,0,10,11,19,-0.08,4,5.5,5.9,10,0,0,0,0,0,0,0,6,0.36,0,0.98,0,0,0,0,1,12,0.6,0.3,2.8,0.1
Jamee,Vivek,product management,AU-SYD,6,4,0,1,1,1,0,1,6,1,6,0,4,0,0,1,13.6,10,0,0,4,5,5,4,4.5,4,7.8,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.6,0.4,3.1,0
Jameil,Lavaughn,product management,US-SFO,7,6,1,2,2,2,0,0,6,2,8,0,6,0,0,1,14.9,5.1,0,0,6,12,41,0.2,6,4.7,8.3,5.5,0,0,0,0,0,0,0,2,0.75,0,0.87,0,0,0,0,1,10,0.6,0.4,2.2,0
Jamella,Resha,engineering,TW-TPE,4,20,0,1,1,1,0,1,7,1,5,0,20,0,0,1,2.2,2.2,0,0,32,21,33,0,2.3,2.7,9,20,0,0,0,0,0,0,0,2,0.62,0,0.8,0,0,0,0,0.85,20,0.6,0.4,1.9,0.1
Jamey,Silvina,product management,US-SFO,9,10,8,2,5,3.375,1.302470181,0,4,5,9,7,261,0,1.568501618,0.392751479,10.1,10.1,1,0,10,378,398,0.42,4.6,4.2,8.2,7.1,0.04,0.09,0,126,0,0,0,16,0.89,1,0.91,0.6765,204,0.7323,198,0.9,293,0.63,0.36,2.8,0.05
Jamice,Lonni,engineering,US-PDX,7,9,0,1,1,1,0,1,5,1,8,0,9,0,0,1,7.6,3.9,0,0,9,10,10,1.5,2.9,5.4,6.9,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,8,1,0,1.6,0.1
Jamie,Sydne,product management,US-BVE,7,8,2,2,2,2,0,0,4,1,9,2,19,0,0.918295834,0.555555556,9.3,9.3,0,0,8,28,29,-0.13,5.9,4.9,6.6,9,0,0,0,0,0,0,0,2,0.93,0,0.98,0,0,0,0,1,27,0.6,0.4,3.1,0.1
Jamiee,Heng,engineering,TW-TPE,5,9,0,1,1,1,0,1,8,1,5,0,9,0,0,1,2.2,2.2,0,0,9,10,10,0,2.3,3.6,9.9,9,0,0,0,0,0,0,0,1,0.9,0,0.87,0,0,0,0,0.86,7,0.5,0.5,1.8,0.2
Jamila,Javin,engineering,JP-TOK,5,4,0,1,1,1,0,1,5,1,6,0,4,0,0,1,10.1,2.3,0,0,4,5,5,0.67,5.2,4.2,6.8,4,0,0,0,0,0,0,0,1,0.8,0,0,0,0,0,0,1,3,0.8,0.3,2.7,0.1
Jamir,Shirita,engineering,US-PDX,6,5,0,1,1,1,0,1,6,1,7,0,5,0,0,1,3.8,1.6,0,0,5,6,6,0,4.1,5.7,7.8,5,0,0,0,0,0,0,0,3,0.5,0,1,0,0,0,0,1,3,0.7,0.3,2.6,0
Jancy,Krystina,engineering,US-SFO,5,2,0,1,1,1,0,1,6,1,8,0,2,0,0,1,2.5,1.1,0,0,2,3,3,0,2.4,4,7.7,2,0,1,0,0,0,0,0,2,0.67,0,0,0,0,0,0,0,0,1,0,2.4,0
Jandery,Beatris,product management,US-SFO,8,6,0,1,1,1,0,1,4,1,9,0,6,0,0,1,17,13.2,1,0,6,7,7,-0.13,6.2,5.3,5.9,6,0,0,0,7,0,0,0,2,0.71,0,0.64,0.3333,6,0.1667,6,0.33,6,0.8,0.3,4.2,0
Janeshia,Quang,engineering,US-SFO,6,4,0,1,1,1,0,1,6,1,6,0,4,0,0,1,9,0,0,0,4,5,6,4,6,5.2,7.8,4,0,0,0,0,0,0,0,2,0.6,0,0,0,0,0,0,0,0,0.5,0.5,3.3,0.1
Janet,Heng,engineering,TW-TPE,4,5,0,1,1,1,0,1,8,1,5,0,5,0,0,1,2.2,2,0,0,5,6,6,0,2.3,3.7,9.8,5,0,0,0,0,0,0,0,1,0.83,0,0.78,0,0,0,0,1,5,0.6,0.4,2.1,0.1
Janiel,Trenton,product management,US-SFO,6,2,0,1,1,1,0,1,6,1,7,0,2,0,0,1,5.4,3.8,0,0,3,3,4,2,4.2,4.3,7.7,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.3,0.7,3.1,0
Janika,Abelina,engineering,US-SFO,6,7,0,1,1,1,0,1,6,1,8,0,7,0,0,1,4.4,2.3,0,0,7,8,11,1.67,7.3,5,7.9,7,0,0,0,0,0,0,0,1,1,0,0.65,0,0,0,0,0.86,7,1,0,4,0.1
Janmichael,Jakita,product management,US-SFO,9,8,5,3,4,3.8,0.447213595,0,4,4,10,5,167,0,0,1,9.3,6.2,1,0,8,227,241,0.38,4.2,4.5,8,7.5,0,0.03,0,57,0,0,0,8,0.94,0,0.91,0.7817,142,0.8058,139,0.89,193,0.64,0.36,2.1,0.1
Janna,Johana,engineering,FR-PAR,7,3,0,1,1,1,0,1,5,1,9,0,3,0,0,1,13.4,4.5,0,0,8,4,9,0,7.2,5.3,6.8,3,0,0,0,0,0,0,0,1,0.75,0,0.92,0,0,0,0,0.67,3,1,0,4.8,0.1
Jannie,Mollie,engineering,US-SFO,5,4,0,1,1,1,0,1,5,1,6,0,4,0,0,1,9.2,0.8,0,0,4,5,5,4,3.8,4,6.8,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.75,4,0.7,0.3,2.2,0
Jannine,Deryl,product management,US-SFO,6,5,0,1,1,1,0,1,5,1,7,0,5,0,0,1,4.2,1.8,0,0,5,6,6,1,2.5,5,6.8,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,0.6,0.4,1.5,0.1
Jaqueline,Dynisha,engineering,US-SFO,6,12,0,1,1,1,0,1,7,1,7,0,12,0,0,1,6.7,4,0,0,12,13,13,0.08,4.6,4.5,8.9,12,0,0,0,0,0,0,0,3,0.85,0,0.94,0,0,0,0,1,8,0.6,0.4,2.1,0.2
Jarad,Marily,engineering,TW-TPE,5,8,0,1,1,1,0,1,8,1,5,0,8,0,0,1,2.2,2.2,0,0,8,9,9,0.13,2,3.2,9.9,8,0,0,0,0,0,0,0,2,0.89,0,0.71,0,0,0,0,0.88,8,0.6,0.4,1.6,0.2
Jarmall,Taumi,product management,US-SFO,9,2,2,3,3,3,0,0,3,2,9,6,41,0,0,1,13,11.6,1,0,2,53,73,0.36,5.2,4.5,6.7,5.8,0,0.11,0,53,0,0,0,6,0.58,0,0.9,0.7143,28,0.7692,26,0.85,47,0.59,0.41,3,0.05
Jarrad,Audelia,product management,TW-TPE,6,5,0,1,1,1,0,1,7,1,6,0,5,0,0,1,2.2,2.2,0,0,7,6,8,0,2.3,4.3,8.8,5,0,0,0,0,0,0,0,2,0.83,0,0.92,0,0,0,0,1,5,0.7,0.3,1.8,0.2
Jarreau,Tiquan,ux team,US-SFO,5,3,0,1,1,1,0,1,6,1,7,0,3,0,0,1,4.5,1.9,0,0,4,4,5,0,3.1,3.8,7.8,3,0,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0,1,3,0.9,0.1,2,0
Jarrel,Jamael,advocates,JP-TOK,6,5,0,1,1,1,0,1,6,1,8,0,5,0,0,1,6.4,3.5,0,0,5,6,6,5,7.6,5.5,7.8,5,0,0,0,0,0,0,0,2,0.83,0,0,0,0,0,0,1,4,0.3,0.7,4.2,0
Jarrett,Inge,engineering,US-SFO,5,8,0,1,1,1,0,1,7,1,7,0,8,0,0,1,5.6,2.3,0,0,8,9,9,0.8,3.3,4,8.9,8,0,0,0,0,0,0,0,1,1,0,0.92,0,0,0,0,0.8,5,0.6,0.4,1.7,0.1
Jarrin,Kajuana,engineering,US-SFO,6,8,0,1,1,1,0,1,6,1,7,0,8,0,0,1,9,1.4,0,0,8,9,9,0.29,5.1,4.3,7.9,8,0,0,0,0,0,0,0,1,1,0,0.65,0,0,0,0,0.5,6,0.7,0.3,2.6,0.1
Jarris,Clairissa,product management,US-SFO,7,3,2,3,3,3,0,0,5,3,8,1,8,0,0,1,1.3,1.3,0,0,3,20,25,-0.2,2.5,4.3,8,3.8,0,0.2,0,0,0,0,0,1,1,0,0.8,0,0,0,0,0.64,14,0.5,0.5,2,0
Javas,Orlin,product management,US-SFO,7,15,2,2,2,2,0,0,6,2,8,0,14,0,0,1,11.2,4.2,0,0,15,28,31,0.65,4.2,4.1,8.4,9,0,0,0,0,0,0,0,1,1,0,0.92,0,0,0,0,0.91,23,0.66,0.34,2.2,0.1
Javiel,Jacari,operations,US-SFO,6,4,0,1,1,1,0,1,7,1,8,0,4,0,0,1,2.2,2.2,0,0,5,5,6,0,2.5,4.4,8.8,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,0,1.2,0.2
Javin,Niklas,product management,US-SFO,6,9,6,2,2,2,0,0,4,2,8,3,42,0,1.148834854,0.551020408,14.5,4.2,0,0,9,49,51,0.75,5.5,4.6,6.8,6.9,0,0,0,0,0,0,0,5,0.8,0,0.89,0,0,0,0,0.84,37,0.68,0.3,3,0.05
Javonda,Sheritta,engineering,US-SFO,7,8,1,3,3,3,0,0,5,3,9,0,5,0,0.918295834,0.555555556,9.5,1.6,0,0,8,32,32,5.4,4.6,4.6,7.8,10.3,0,0,0,0,0,0,0,2,0.97,0,0.93,0,0,0,0,0.88,26,0.65,0.35,2.2,0.1
Javonte,Tito,advocates,US-SFO,9,6,4,2,3,2.5,0.577350269,0,3,4,12,1,18,0,0.811278124,0.625,3.4,3.3,1,0,6,27,65,-0.1,4.3,5.4,5.9,3.3,0.13,0.25,0,27,0,0,0.2,7,0.41,0,0.93,0.8519,27,0.7778,27,0.96,28,0.6,0.4,2.5,0.1
Jaxon,Dat,product management,US-SFO,6,3,0,1,1,1,0,1,4,1,10,0,3,0,0,1,5.3,4,0,0,3,4,4,3,10.5,5.3,5.8,3,0,0,0,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,0.3,0.8,5,0
Jaylee,Dinna,engineering,TW-TPE,5,16,0,1,1,1,0,1,7,1,7,0,16,0,0,1,2.2,2.1,0,0,21,17,22,0.06,1.9,3.4,8.9,16,0,0,0,0,0,0,0,3,0.53,0,0.88,0,0,0,0,0.67,15,0.6,0.4,1.5,0.2
Jayleen,Jiles,product management,AU-SYD,6,1,0,1,1,1,0,1,5,1,7,0,1,0,0,1,16.6,14.9,0,0,5,2,7,0,11.4,5,6.5,1,1,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0.3,0.3,7.8,0
Jayma,Julisa,research,TW-TPE,5,8,1,2,2,2,0,0,6,2,9,0,3,0,0,1,2.2,2.2,0,0,8,11,11,-0.08,2.3,3.3,8.1,5,0,0.5,0,0,0,0,0,2,0.45,0,0.89,0,0,0,0,0.8,10,0.7,0.3,1.8,0.2
Jaymi,Marycatherine,engineering,TW-TPE,4,5,0,1,1,1,0,1,9,1,5,0,5,0,0,1,2.2,2.2,0,0,5,6,6,0,2.3,3.5,10.8,5,0,0,0,0,0,0,0,1,1,0,0.95,0,0,0,0,0.8,5,0.6,0.4,1.8,0.2
Jaysen,Montrice,engineering,TW-TPE,4,3,0,1,1,1,0,1,8,1,6,0,3,0,0,1,2.2,2.2,0,0,3,4,4,-0.56,2.3,3.3,9.8,3,0,0,0,0,0,0,0,1,0.75,0,0.76,0,0,0,0,1,3,0.3,0.6,2.3,0
Jazelle,Emmeline,ux team,US-SFO,6,2,0,1,1,1,0,1,5,1,8,0,2,0,0,1,4.5,1.8,0,0,4,3,5,-0.25,2.6,4,6.7,2,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,1,3,1,0,1.3,0.2
Jazz,Kawan,engineering,US-BVE,6,5,0,1,1,1,0,1,4,1,8,0,5,0,0,1,6.5,4.5,0,0,5,6,6,-0.25,2.8,3.8,5.8,5,0,0,0,0,0,0,0,1,1,0,0.87,0,0,0,0,0.8,5,0.7,0.3,2.1,0
Jeanette,Mychelle,engineering,TW-TPE,3,6,0,1,1,1,0,1,8,1,4,0,6,0,0,1,2.2,2.2,0,0,6,7,7,0,2.3,2.7,9.9,6,0,0,0,0,0,0,0,2,0.43,0,0.83,0,0,0,0,0.83,6,0.9,0.1,1.6,0.2
Jeanine,Kamar,executive,AU-SYD,11,9,7,2,7,5.142857143,1.951800146,0,2,7,13,55,1699,0,1.743491956,0.488418629,11.3,9.7,0,1,9,0,0,0.21,5.1,4.6,7.6,6.3,0.04,0.07,0,57,17.2,0.9,1,52,0.79,11,0.92,0.7323,0,0.7067,975,0.89,0,0.63,0.36,2.7,0.08
Jeanpaul,Isela,advocates,US-SFO,8,7,5,2,3,2.2,0.447213595,0,4,4,9,0,39,0,0.811278124,0.625,1.2,1.1,1,0,7,46,59,0.05,5.1,4.9,7,5.6,0,0.13,0,46,0,0,0,9,0.57,0,0.87,0.7436,39,0.8158,38,0.84,38,0.62,0.37,2.9,0.05
Jeffri,Deshaun,engineering,DE-MUC,6,11,2,2,2,2,0,0,5,2,8,0,5,0,1,0.5,8.9,3.7,0,0,11,16,17,2.2,3,4.3,7.2,5,0,0.67,0,0,0,0,0,2,0.94,0,0.94,0,0,0,0,1,10,0.7,0.4,1.9,0.1
Jeffrie,Blane,product management,US-WAS,6,4,0,1,1,1,0,1,5,1,7,0,4,0,0,1,6,6,0,0,4,5,15,0.67,3.1,4,6.8,4,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0.8,0.2,2.3,0
Jefrey,Heng,engineering,TW-TPE,4,4,0,1,1,1,0,1,8,1,5,0,4,0,0,1,2.2,2,0,0,4,5,5,-0.38,2.3,3.6,9.8,4,0,0,0,0,0,0,0,1,0.8,0,0.87,0,0,0,0,0.57,7,0.6,0.3,2.3,0
